"date","location","gender","sociodemographics","indicators","statistics","scale","value"
"2023-04","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the justice system and courts rating of 4 or 5","Percentage of persons","units","42.7"
"2023-10","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the justice system and courts rating of 4 or 5","Percentage of persons","units","49.3"
"2024-07","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the justice system and courts rating of 4 or 5","Percentage of persons","units","50.0"
"2024-10","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the justice system and courts rating of 4 or 5","Percentage of persons","units","48.7"
"2022-04","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the justice system and courts rating of 4 or 5","Number of persons","thousands","13281"
"2022-10","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the justice system and courts rating of 4 or 5","Number of persons","thousands","12893"
"2023-04","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the justice system and courts rating of 4 or 5","Number of persons","thousands","11816"
"2023-10","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the justice system and courts rating of 4 or 5","Number of persons","thousands","14066"
"2024-07","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the justice system and courts rating of 4 or 5","Number of persons","thousands","14739"
"2024-10","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the justice system and courts rating of 4 or 5","Number of persons","thousands","14374"
"2022-04","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the school system rating of 1 or 2","Percentage of persons","units","17.4"
"2022-10","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the school system rating of 1 or 2","Percentage of persons","units","20.7"
"2023-04","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the school system rating of 1 or 2","Percentage of persons","units","22.1"
"2023-10","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the school system rating of 1 or 2","Percentage of persons","units","22.1"
"2024-07","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the school system rating of 1 or 2","Percentage of persons","units","21.2"
"2024-10","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the school system rating of 1 or 2","Percentage of persons","units","20.7"
"2022-04","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the school system rating of 1 or 2","Number of persons","thousands","4675"
"2022-10","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the school system rating of 1 or 2","Number of persons","thousands","5602"
"2023-04","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the school system rating of 1 or 2","Number of persons","thousands","6098"
"2023-10","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the school system rating of 1 or 2","Number of persons","thousands","6301"
"2024-07","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the school system rating of 1 or 2","Number of persons","thousands","6228"
"2024-10","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the school system rating of 1 or 2","Number of persons","thousands","6085"
"2022-04","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the school system rating of 3","Percentage of persons","units","31.9"
"2022-10","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the school system rating of 3","Percentage of persons","units","31.2"
"2023-04","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the school system rating of 3","Percentage of persons","units","34.3"
"2023-10","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the school system rating of 3","Percentage of persons","units","33.0"
"2024-07","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the school system rating of 3","Percentage of persons","units","32.6"
"2024-10","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the school system rating of 3","Percentage of persons","units","33.8"
"2022-04","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the school system rating of 3","Number of persons","thousands","8541"
"2022-10","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the school system rating of 3","Number of persons","thousands","8440"
"2023-04","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the school system rating of 3","Number of persons","thousands","9467"
"2023-10","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the school system rating of 3","Number of persons","thousands","9398"
"2024-07","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the school system rating of 3","Number of persons","thousands","9557"
"2024-10","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the school system rating of 3","Number of persons","thousands","9950"
"2022-04","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the school system rating of 4 or 5","Percentage of persons","units","50.7"
"2022-10","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the school system rating of 4 or 5","Percentage of persons","units","48.0"
"2023-04","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the school system rating of 4 or 5","Percentage of persons","units","43.7"
"2023-10","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the school system rating of 4 or 5","Percentage of persons","units","44.8"
"2024-07","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the school system rating of 4 or 5","Percentage of persons","units","46.2"
"2024-10","Canada (excluding territories)","Total, all persons","Urban areas","Confidence in the school system rating of 4 or 5","Percentage of persons","units","45.5"
